0_0,0_1,1_0,1_1,2_0,2_1,3_0,3_1,4_0,4_1,5_0,5_1,6_0,6_1,7_0,7_1,8_0,8_1,9_0,9_1,decay_0,decay_1,W_0,W_1,J_0
1.0,1.0,-0.02,0.5,-0.64,-0.08,-0.14,-0.28,-0.3,0.28,-0.4,0.1,0.78,-0.78,0.84,-0.98,-0.5,-0.26,-0.6,0.5,0.9249685962126817,1.9167629446279955,5.767619480075323,2.797878276278913,5.192192495764825
1.0,1.0,0.7,0.7,-0.1,-0.02,-0.5,-0.36,-0.48,-0.54,-0.2,-0.32,0.04,0.18,-0.52,-0.4,-0.64,-0.72,0.06,-0.7,0.44218933045907416,2.1119302686704446,3.2481735081683274,2.64797951809062,3.3080935544835537
1.0,1.0,0.82,0.76,0.26,0.22,-0.06,-0.26,-0.26,-0.42,-0.36,-0.32,-0.26,-0.16,0.04,0.14,-0.04,-0.1,-0.24,-0.42,1.3153310685636033,1.5443280364683791,2.0516852349711474,2.3082047794737877,2.6947143753892466
1.0,1.0,0.7,0.7,-0.08,0.14,-0.42,-0.6,-0.48,-0.46,-0.02,-0.06,-0.06,-0.04,-0.58,-0.14,-0.58,-0.52,-0.64,-0.92,0.6787172357564433,-0.9601535614601255,2.962431239818892,2.4197751569750636,3.3677269781302277
1.0,1.0,0.36,0.72,-0.44,0.36,-0.68,-0.12,-0.1,-0.28,0.1,-0.16,-0.2,0.2,-0.08,0.04,0.38,0.02,0.8,-0.58,0.17492993688429492,-0.3071184288195141,4.713491246985626,1.9369083268308933,3.1790109799538198
1.0,1.0,0.64,0.88,-0.06,0.5,-0.38,0.06,-0.28,-0.26,-0.2,-0.18,-0.02,0.32,-0.46,0.18,-0.72,-0.2,-0.36,-0.64,0.5756346400766768,0.8712372164454711,3.0481044611858894,1.8500992512233065,3.3422642775199245
1.0,1.0,0.8,0.38,0.22,-0.48,-0.24,-0.4,-0.2,0.14,0.32,-0.32,0.58,-0.62,0.34,-0.28,-0.24,0.66,-0.6,0.9,0.9440298182160533,0.8758292890669203,1.313512208355748,3.913538036483522,4.495492344671549
1.0,1.0,0.9,0.74,0.34,0.1,-0.14,-0.46,-0.4,-0.54,-0.62,-0.56,-0.3,-0.16,0.04,-0.06,0.08,-0.08,-0.24,-0.26,0.09214450601160451,1.2278892341908365,2.3664858263161883,2.838508881612339,2.377486257402465
1.0,1.0,0.66,0.62,0.2,0.02,-0.4,-0.42,-0.16,-0.12,0.12,0.06,0.26,0.0,-0.22,-0.36,-0.82,-0.98,-1.0,-0.76,2.085517533915345,2.8029869571593657,2.024755945954543,2.410985454233584,4.070677479384907
1.0,1.0,0.5,0.6,-0.26,-0.32,-0.26,-0.3,0.04,0.18,-0.3,0.06,-0.78,-0.52,0.08,-0.94,0.92,-0.5,0.7,0.28,0.7902229756934837,1.3942877088360692,4.268070366638575,3.0499684691787796,4.388024016590442
1.0,1.0,0.78,0.88,0.48,0.48,0.02,-0.04,-0.42,-0.34,-0.24,-0.3,-0.3,-0.3,-0.06,-0.02,0.32,0.14,-0.08,-0.14,0.6795178262143164,1.104066067036913,1.6827574006108772,1.7846349834035897,2.6467267941271793
1.0,1.0,0.6,0.88,-0.02,0.5,-0.48,-0.02,-0.58,-0.42,-0.32,-0.32,0.14,0.0,-0.16,0.04,-0.5,0.06,-0.42,-0.48,1.3261805466727654,0.39384625865498923,3.1863210635114756,1.840268075423466,2.9882702309458105
1.0,1.0,0.54,0.52,-0.48,0.16,-0.44,-0.34,-0.18,0.0,-0.1,0.26,-0.9,-0.1,-0.68,-0.74,0.38,-0.98,0.78,-0.52,0.9123491656561916,0.9915547538239957,3.4191208670214426,2.1879046981624617,4.857619374031081
1.0,1.0,0.88,0.74,0.16,-0.4,-0.22,-0.48,-0.08,-0.08,-0.08,0.06,0.3,-0.32,0.42,-0.34,0.2,0.06,-0.18,0.88,0.9127081037523898,2.4184061953357436,1.3659794139637405,4.003299078475779,3.59562754298581
1.0,1.0,0.8,0.66,0.72,-0.02,0.34,-0.56,-0.16,-0.78,-0.1,-0.36,-0.16,-0.28,-0.2,0.04,0.12,-0.08,0.16,-0.14,-1.0337924087968444,0.1126994584969282,1.1427271349992787,3.11288023361345,2.284051099331335
1.0,1.0,0.54,0.72,-0.2,-0.16,-0.38,-0.38,-0.32,-0.32,-0.06,-0.06,-0.12,-0.16,-0.4,-0.3,-0.72,-0.78,-0.4,-0.64,0.4123565633465166,1.1915070027147154,2.8096618507334217,2.722274006190775,3.731591063901525
1.0,1.0,0.3,0.72,-0.62,0.46,-0.2,-0.04,0.12,-0.08,-0.16,0.18,-0.14,0.6,0.84,0.32,0.7,-0.24,-0.36,-0.52,0.1313067389558854,2.62922003770466,5.1745431063600575,1.361354348141485,4.161531593256388
1.0,1.0,0.84,0.7,0.28,-0.04,-0.44,-0.62,-0.58,-0.7,-0.64,-0.38,-0.5,0.2,-0.26,0.32,0.14,0.12,0.0,0.18,-0.1457056718814329,0.4902848369163717,2.59238651159776,3.6443580379727583,2.1339421064679227
1.0,1.0,0.12,0.8,-0.44,0.04,-0.58,-0.24,-0.04,-0.26,0.2,-0.14,-0.24,-0.14,0.12,0.0,0.62,-0.6,0.62,-0.64,1.1724887312375274,0.8331186668189287,4.789444829298522,2.664037914533721,3.1519545229630737
1.0,1.0,0.54,0.68,-0.42,-0.04,-0.52,-0.54,-0.26,-0.12,0.02,0.02,-0.36,-0.2,-0.86,-0.82,-0.32,-0.86,0.38,-0.48,0.8134814861052422,-0.5694730372080321,3.3152661730738653,2.7068836722084813,4.031146412959016
1.0,1.0,0.78,0.74,0.14,0.12,-0.32,-0.44,-0.48,-0.54,-0.44,-0.42,-0.08,-0.12,0.0,0.06,0.04,-0.28,-0.16,-0.24,-0.01429212847915684,0.852843144824265,2.376017678794851,2.928330388235536,2.513630433554361
1.0,1.0,0.64,0.5,0.06,-0.42,-0.14,-0.5,-0.34,-0.22,0.04,0.02,-0.04,-0.24,-0.36,-0.22,-0.62,0.42,-0.92,0.94,-0.9030499788447004,0.531960662063963,2.3916433122737826,4.210461324449107,3.4824328818273305
1.0,1.0,0.32,0.6,-0.36,-0.2,-0.04,-0.02,0.08,0.3,-0.46,0.06,-1.0,-0.74,-0.34,-0.88,0.28,-0.14,0.38,0.24,2.17869921043469,-0.444813000627476,3.3757057282320377,2.6183704809025956,5.60232445858335
1.0,1.0,0.48,0.34,-0.28,-0.14,-0.06,-0.14,0.52,0.4,0.12,0.06,-0.76,-0.78,-0.94,-0.92,-0.3,-0.18,0.16,0.12,1.6128306759429263,1.6172281762883665,2.2971416348251283,2.4443551344282803,5.824826832085084
1.0,1.0,0.94,0.82,0.28,0.48,0.12,-0.6,-0.36,-0.72,-0.68,-0.86,-0.92,-0.76,-0.72,-0.18,-0.52,0.46,-0.02,0.7,1.7707145179334671,0.8737690559670973,2.3376597111952973,3.2926311565710398,0.8759887626223613
1.0,1.0,0.92,0.86,0.58,0.28,0.36,-0.2,0.06,-0.18,0.08,0.0,0.16,0.44,0.28,0.36,0.76,0.08,0.9,-0.26,0.17512750948883538,0.8522819196415663,0.14347387858416472,1.548460362881493,3.4984621868710217
1.0,1.0,0.46,0.76,-0.22,0.22,-0.68,-0.1,-0.34,-0.36,0.08,-0.36,0.16,-0.16,-0.14,-0.08,0.16,0.0,0.5,-0.5,0.9500682847266261,-0.3854124928234939,4.353637928030686,2.1676363284983275,2.7934907045985944
1.0,1.0,0.54,0.58,-0.22,-0.2,-0.52,-0.64,0.02,0.06,0.18,0.08,-0.38,-0.46,-0.8,-0.66,-0.7,0.04,0.28,0.84,1.279059169647415,0.8534207281342908,3.0072742300713204,3.5091993162517596,4.137750204185281
1.0,1.0,0.76,0.7,0.26,0.2,-0.26,-0.52,-0.28,-0.5,-0.3,-0.24,-0.04,0.18,-0.04,-0.02,0.06,-0.1,-0.2,-0.4,-0.2063649128132834,1.7363171037095757,2.047164399350832,3.0889395858538347,2.7386392212440756
1.0,1.0,0.28,0.74,-0.52,-0.26,-0.5,-0.5,-0.12,0.02,-0.22,0.06,-0.2,-0.4,0.6,-0.82,0.78,-0.42,-0.12,0.36,1.442766415872147,2.0910520685758778,4.980094591557762,3.1193733319046637,4.3295104111908955
1.0,1.0,0.6,0.6,0.22,-0.16,-0.48,-0.66,-0.54,-0.52,-0.14,0.12,0.22,-0.12,-0.12,-0.22,-0.62,-0.48,-0.84,0.18,0.8354008017127333,0.8622527778371007,2.465809732418802,3.5507439493113355,3.2897196081503886
1.0,1.0,0.56,0.7,-0.24,0.28,-0.48,-0.06,-0.24,-0.2,0.08,0.22,-0.4,0.46,-0.76,0.5,-0.62,0.06,0.34,-0.42,-0.21033331709438174,-0.21226657746340827,3.0764460211024325,1.2196466010914906,4.131167781045209
1.0,1.0,0.54,0.64,-0.4,-0.32,-0.56,-0.56,0.14,-0.12,-0.04,0.08,-0.34,-0.28,0.06,-0.5,0.8,0.2,0.7,0.86,2.2433789694718933,1.8086856028786429,4.655265892172556,3.9552929921039497,3.616559662924053
1.0,1.0,0.38,0.4,-0.02,-0.38,-0.24,-0.28,-0.1,0.08,0.08,-0.36,-0.36,-0.68,-0.98,-0.08,-0.54,0.74,0.26,0.8,-0.28552306825001716,0.05373696466402289,2.928932867824239,3.9315121309839087,4.571621678297931
1.0,1.0,0.82,0.8,0.2,0.18,-0.42,-0.34,-0.78,-0.86,-0.8,-0.64,-0.4,-0.22,-0.12,0.16,0.16,0.16,0.2,0.12,-1.0028698058328849,-0.6178930466128034,2.624781441011577,3.291164953713104,1.8558168266564958
1.0,1.0,0.84,0.86,0.4,0.52,-0.1,-0.08,-0.26,-0.26,-0.48,-0.44,-0.28,-0.26,-0.1,0.08,0.16,0.14,-0.14,-0.04,0.9098168983550794,0.7379559834830198,1.9367162052458016,1.9011982665354978,2.436102775940213
1.0,1.0,0.58,0.88,-0.34,0.5,-0.66,0.26,-0.32,0.08,-0.12,-0.38,-0.16,0.28,-0.32,0.32,-0.38,0.52,0.22,0.54,2.1561714570934765,-0.08062678888156705,3.660057480799386,0.9561540114733313,3.11059346390906
1.0,1.0,0.8,0.84,0.2,0.08,-0.38,-0.36,-0.56,-0.62,-0.5,-0.34,-0.1,0.04,0.18,-0.12,-0.14,-0.26,-0.18,-0.14,1.7222501121528724,0.6251632415501288,2.493763453725971,3.241720303750664,2.439470265421382
1.0,1.0,0.8,0.78,0.14,0.42,-0.08,0.02,-0.36,-0.4,-0.18,-0.12,0.04,0.04,-0.26,0.16,-0.26,0.0,-0.76,-0.42,0.4580031243438424,0.3844868619295161,2.291003187617036,1.704199354808466,3.1691624469561024
1.0,1.0,0.76,0.8,0.22,0.14,-0.12,-0.5,-0.56,-0.64,-0.22,-0.12,0.1,0.06,-0.04,0.1,-0.28,-0.42,-0.66,-0.66,0.8358535714528978,1.576721393151637,2.3225000591729597,2.6224404177548184,2.916083280321522
1.0,1.0,0.94,0.72,0.72,0.02,0.24,-0.7,-0.04,-0.8,-0.36,-0.52,-0.42,-0.1,-0.34,0.1,-0.24,0.24,-0.14,0.26,1.9877600927978363,0.5593767995113894,1.4533107196528612,3.5230155045834537,1.8491869675726436
1.0,1.0,0.7,0.72,0.0,0.1,-0.64,-0.56,-0.74,-0.72,-0.5,-0.46,-0.16,-0.06,0.34,0.24,0.18,0.18,-0.02,-0.02,1.2973238889570782,-0.8587983140613331,3.431905207142929,3.3205391427953534,1.9650842409375573
1.0,1.0,0.68,0.64,-0.12,0.0,-0.72,-0.8,-0.66,-0.66,-0.08,-0.14,0.06,0.16,0.24,0.2,-0.18,-0.2,0.22,-0.06,1.6711981120373633,1.4795119464945843,3.7708927984468437,3.7366600845545954,2.428854744726145
1.0,1.0,0.48,0.72,-0.5,0.32,-0.46,-0.04,-0.1,-0.26,-0.18,0.32,-0.44,0.28,-0.3,0.04,0.56,-0.6,1.0,-0.98,3.0946290848533726,1.1825825799943688,3.972740114222542,1.7135686879477505,4.186187335944875
1.0,1.0,0.58,0.64,-0.28,0.08,-0.64,-0.48,-0.16,-0.28,0.12,-0.02,-0.28,0.1,-0.04,-0.1,0.18,-0.7,0.74,-0.56,0.28919099960864947,1.7026275830602466,4.220983280002601,2.8161600575220707,3.3782860139521245
1.0,1.0,0.64,0.8,-0.04,0.0,-0.36,-0.44,-0.56,-0.56,-0.24,-0.12,0.06,0.06,-0.28,-0.34,-0.36,-0.36,-0.42,-0.14,0.4401446658131093,0.7871566587601957,2.8723839328722014,3.2875049837034194,2.851355200568474
1.0,1.0,0.62,0.72,-0.08,0.1,-0.68,-0.64,-0.44,-0.44,-0.14,-0.06,0.04,0.12,-0.18,-0.2,-0.48,-0.46,-0.3,-0.26,0.9089371771450669,2.0762315366258304,3.1996273705122524,3.3491469324053145,3.0327571231677135
1.0,1.0,0.6,0.6,-0.5,-0.2,-0.88,-0.7,-0.46,-0.8,0.48,-0.2,0.68,0.36,0.46,0.66,-0.24,0.12,-0.42,-0.14,1.4248745851644973,1.8529000525190458,5.194362608473018,4.290485661613992,1.5361883081753054
1.0,1.0,0.62,0.52,-0.42,0.2,-0.62,-0.4,-0.44,-0.46,0.0,-0.32,-0.02,-0.1,-0.26,-0.28,-0.16,-0.5,0.3,-0.48,0.46522921605967016,1.123667276307318,3.9666262936667676,2.93373926977088,2.963977850652741
1.0,1.0,0.84,0.94,0.48,0.54,0.06,0.24,-0.36,-0.26,-0.38,-0.28,-0.26,-0.24,-0.18,-0.16,0.0,0.04,-0.06,0.06,0.35478137888262407,0.7955221424300712,1.7778916572718122,1.3479440176082513,2.4861536336068415
1.0,1.0,0.72,0.62,0.42,-0.3,-0.08,-0.44,-0.22,-0.48,-0.14,-0.08,0.3,-0.1,0.4,-0.38,0.52,-0.64,0.2,-0.2,0.40766900368407066,2.1012481737174724,1.1555099604438552,3.1126182625569307,3.5062318083913544
1.0,1.0,0.54,0.26,-0.08,-0.52,-0.36,-0.26,0.12,0.1,0.2,-0.5,-0.32,0.02,-0.96,0.96,-0.88,0.42,-0.22,-0.64,0.13329282609375692,-0.4800370706080279,2.5759059013192553,5.217758851337893,4.697584804721473
1.0,1.0,0.66,0.48,-0.04,-0.36,-0.34,-0.52,-0.12,-0.08,0.32,-0.24,0.14,-0.66,-0.34,-0.5,-0.96,0.52,-0.98,1.0,2.315252754385724,0.945441116031592,2.030130043739913,3.852384970622202,4.228502257138842
1.0,1.0,0.78,0.8,0.06,0.2,-0.56,-0.3,-0.68,-0.66,-0.54,-0.74,-0.12,-0.32,0.24,0.08,0.18,0.06,-0.04,-0.02,2.8320385971761333,0.6729753676141181,3.260925517737562,2.5968623888115903,2.2665600519128137
1.0,1.0,0.74,0.66,0.0,0.04,-0.6,-0.6,-0.84,-0.8,-0.52,-0.62,-0.18,-0.32,0.2,-0.04,0.18,0.22,-0.02,-0.1,0.7778737263342343,1.8894950230486605,3.336754227213369,3.2075721114280826,1.928339783610643
1.0,1.0,0.6,0.66,-0.14,0.08,-0.42,-0.42,-0.24,-0.26,0.08,-0.1,-0.14,-0.06,-0.28,-0.32,-0.54,-0.6,-0.24,-0.42,1.8817885695991712,0.9654112594655612,3.300191117815897,2.992458459664347,3.2088007785023165
1.0,1.0,0.82,0.64,0.5,-0.08,-0.16,-0.74,-0.4,-0.7,-0.46,-0.4,-0.4,0.18,-0.1,0.2,-0.06,-0.16,0.08,-0.12,0.5841639717429351,1.396726248692262,2.0374210436957294,3.546411754936429,2.2887672813100286
1.0,1.0,0.92,0.82,0.36,0.16,-0.08,-0.3,-0.1,-0.48,-0.24,-0.32,-0.04,0.04,0.12,0.06,0.2,-0.36,0.1,-0.44,1.6583681516628372,1.3068317841431614,1.5836939950498132,2.279157034572511,2.852483841195044
1.0,1.0,0.7,0.82,0.08,-0.06,-0.48,-0.36,-0.38,-0.38,-0.22,-0.12,-0.12,-0.12,-0.18,-0.18,-0.62,-0.6,-0.5,-0.66,0.7536372544638695,1.5076145564467127,2.9788480129845682,2.814341740516565,3.2262527142108968
1.0,1.0,0.76,0.68,0.3,0.3,-0.16,-0.02,-0.36,-0.38,-0.58,-0.54,-0.54,-0.42,-0.14,-0.2,0.04,0.06,0.14,0.06,3.595911610193065,1.1332626677830873,2.1716802762624816,2.2601895363082507,2.2195597553100033
1.0,1.0,0.52,0.48,-0.34,-0.24,-0.72,-0.84,-0.58,-0.5,-0.04,-0.08,0.5,0.38,0.28,0.24,0.06,0.04,0.16,0.0,-0.0035923886798208127,1.2360014427981287,4.113732548569822,4.319516322706441,2.116096759579575
1.0,1.0,0.56,0.88,-0.16,0.22,-0.46,-0.2,-0.42,-0.36,-0.14,-0.22,0.02,-0.08,-0.34,-0.12,-0.42,-0.3,-0.22,-0.8,3.5125118877290085,1.3500114749015202,3.216717981904598,2.341644855014661,3.2380318337469247
1.0,1.0,0.66,0.62,-0.04,-0.2,-0.42,-0.82,-0.82,-0.66,-0.66,-0.1,-0.04,0.5,0.28,0.48,0.32,0.26,0.3,-0.28,2.085847576383275,1.5735236302631244,3.463592119346545,4.352791941222921,1.8045491084633898
1.0,1.0,0.72,0.86,0.14,0.18,-0.5,-0.12,-0.66,-0.68,-0.16,-0.2,-0.04,-0.04,-0.06,0.06,-0.3,-0.2,-0.56,-0.32,-0.9001027576414442,-1.4793690602079828,2.8893292696887434,2.079606946004594,2.8031084504275308
1.0,1.0,0.9,0.82,0.22,0.44,-0.38,0.0,-0.6,-0.4,-0.58,-0.64,-0.02,-0.34,0.12,-0.1,-0.08,0.02,-0.24,-0.08,1.8479884391193921,4.149745017653513,2.8714093670649814,2.088906350995288,2.3902875535558605
1.0,1.0,0.7,0.54,-0.48,-0.12,-0.7,-0.7,-0.3,-0.28,0.0,0.1,-0.26,-0.2,-0.34,-0.42,0.12,-0.02,0.88,0.74,1.748324774310713,2.6064296703684704,4.096961510320592,3.8942421770167424,3.4239354183565816
1.0,1.0,0.88,0.84,-0.16,0.32,-0.56,-0.1,-0.74,-0.54,-0.62,-0.52,-0.1,-0.42,0.28,-0.36,0.14,-0.04,-0.1,-0.02,0.1786767864133647,1.8955294368301414,3.476336329291968,2.238041776246743,1.9197509250414306
1.0,1.0,0.76,0.68,0.22,-0.02,-0.56,-0.46,-0.42,-0.46,-0.4,-0.36,-0.32,-0.3,-0.02,0.2,-0.28,-0.22,-0.68,-0.68,1.7456853226576543,0.4375253414159541,2.5359509449078446,2.5203195757007384,2.883229465026553
1.0,1.0,0.62,0.78,0.02,0.16,-0.82,-0.34,-0.58,-0.56,-0.2,-0.46,0.18,-0.04,-0.12,0.0,-0.24,-0.18,-0.2,-0.58,2.6799840472698584,-0.2708005417916195,3.4486941796423314,2.4795813699671463,2.8134291899341832
1.0,1.0,0.86,0.66,0.24,0.06,-0.32,-0.42,-0.72,-0.9,-0.84,-0.82,-0.62,-0.38,-0.14,0.2,0.28,0.64,0.5,0.64,-0.2809382944094363,1.3351825466871827,3.0007086736368476,3.4154680053180537,1.2771592304996928
1.0,1.0,0.78,0.66,0.4,-0.18,-0.16,-0.62,-0.52,-0.52,-0.52,0.04,-0.18,0.2,-0.08,-0.04,-0.14,-0.06,-0.44,0.44,-0.3066509268453512,0.183514406305597,2.270796539409482,4.257540300070405,2.5985318275915725
1.0,1.0,0.8,0.7,0.06,-0.04,-0.72,-0.52,-0.36,-0.36,0.0,-0.08,-0.16,-0.04,-0.24,-0.28,-0.74,-0.64,-0.58,-0.7,0.5377765374861404,3.1143328421471033,2.9353002338544387,2.662510460683242,3.2407877644428615
1.0,1.0,0.78,0.64,-0.1,-0.08,-0.56,-0.44,-0.22,-0.2,0.2,-0.2,-0.34,-0.06,-0.78,-0.72,-0.4,-0.66,0.22,-0.06,1.2376213286657156,0.6973529408231549,3.3184874859691127,3.051624252738418,3.7857321432582087
1.0,1.0,0.54,0.56,-0.18,0.18,-0.76,-0.64,-0.62,-0.7,-0.02,-0.46,0.1,-0.08,-0.14,0.0,-0.28,-0.4,0.14,-0.46,1.4750089081779532,1.708109306298021,3.7787796487408034,2.858967014643379,2.685455353295011
1.0,1.0,0.86,0.62,0.64,-0.2,0.08,-0.66,-0.28,-0.74,-0.6,-0.32,-0.22,-0.02,-0.12,0.16,-0.02,0.12,-0.1,0.04,1.0285760885813342,0.15778168010961757,1.7431788301859557,3.788606749297714,2.047332283795882
1.0,1.0,0.74,0.72,0.32,0.14,-0.06,-0.42,-0.3,-0.56,-0.38,-0.34,-0.14,-0.14,0.12,0.0,0.14,-0.3,-0.18,-0.48,2.040746753193752,1.6631485142881606,1.9796072952909838,2.7118837422071738,2.778451974424769
1.0,1.0,0.82,0.8,0.28,0.38,-0.48,-0.16,-0.74,-0.7,-0.62,-0.66,-0.38,-0.5,0.14,-0.14,0.32,0.18,0.14,0.0,-0.009639277366009003,0.05493251447278469,2.9514197162321802,2.6615268936711622,1.9208717988435395
1.0,1.0,0.76,0.64,0.58,0.34,-0.22,-0.18,-0.54,-0.64,-0.7,-0.76,-0.8,-0.56,-0.56,-0.2,0.04,0.2,0.14,0.28,1.2333751659686538,0.36243439798636323,2.355738376223343,2.8567429123720234,1.6029762897665414
1.0,1.0,0.84,0.76,0.16,0.3,-0.3,-0.22,-0.52,-0.48,-0.14,-0.14,-0.08,-0.14,-0.02,0.22,-0.14,-0.06,-0.54,-0.52,-0.31768482579998425,2.143164047950852,2.2118931833550732,2.1555990528475872,2.8773464959951305
1.0,1.0,0.52,0.72,-0.42,0.04,-0.62,-0.32,-0.28,-0.36,-0.06,-0.16,-0.08,-0.02,-0.22,-0.2,0.48,-0.64,0.82,-0.82,0.02324821718596659,0.16207083306990655,4.350056157362887,2.4057993347849296,3.23400791583534
1.0,1.0,0.9,0.88,0.54,0.42,0.28,-0.36,-0.2,-0.36,-0.52,-0.76,-0.48,-0.48,-0.52,-0.32,-0.32,0.02,-0.04,0.18,-0.5681614010117424,1.778419858756795,1.7426066664158235,2.5582098157732136,1.7035470366580465
1.0,1.0,0.46,0.78,-0.42,0.42,-0.32,-0.18,0.1,-0.02,-0.12,0.28,-0.56,0.56,-0.42,0.48,0.46,-0.22,1.0,-0.68,1.1455735249136445,0.9813169342285676,3.9077333635115066,1.270637855823809,4.191507983259729
1.0,1.0,0.54,0.72,-0.24,0.12,-0.44,-0.06,-0.04,-0.06,-0.08,0.1,-0.44,0.52,-0.78,-0.18,-0.56,-0.58,0.18,-0.98,0.5080516983065728,1.2473875955179208,3.0429439977818094,1.6884600761559332,4.292704260166508
1.0,1.0,0.72,0.6,-0.26,-0.08,-0.44,-0.44,-0.18,-0.38,0.02,0.02,-0.28,-0.38,-0.56,-0.62,-0.08,-0.48,0.74,0.02,1.4119549195870031,2.9101476278563587,3.6930147213049485,3.1465362263508223,3.6918467601485236
1.0,1.0,0.62,0.68,-0.18,-0.36,-0.56,-0.64,-0.46,-0.46,-0.14,0.0,-0.1,0.06,-0.22,-0.28,-0.62,-0.52,-0.34,0.28,1.6879672889973616,1.4377313806339898,3.0948190878476263,3.605309481938883,3.1526419961961754
1.0,1.0,0.58,0.66,-0.32,-0.24,-0.92,-0.94,-0.78,-0.86,0.06,0.06,0.9,0.6,0.76,0.84,0.0,0.4,-0.58,-0.28,1.7296773717158418,2.8475325503161217,5.200272664497889,4.932790327455098,0.7255394606223735
1.0,1.0,0.54,0.86,-0.24,0.26,-0.84,-0.04,-0.78,-0.64,-0.2,-0.76,0.48,-0.74,0.66,-0.72,0.38,-0.06,-0.08,0.16,-0.17972220550429774,0.3217770545058928,4.280812095060098,2.2022124014078854,1.7254120524591279
1.0,1.0,0.82,0.9,0.58,0.46,0.0,0.2,-0.38,-0.28,-0.72,-0.62,-0.56,-0.48,-0.48,-0.5,-0.2,-0.36,-0.04,-0.1,0.5570716743154502,2.5888360346625885,2.1473678180379103,1.915913261268781,1.5531927265219974
1.0,1.0,0.76,0.62,0.02,-0.24,-0.38,-0.6,-0.42,-0.4,-0.34,-0.18,-0.1,0.0,-0.04,-0.18,-0.48,-0.48,-0.72,-0.06,2.150405934225753,-0.04096122556197246,2.7240710723938104,3.5017962100949176,2.9962302559175753
1.0,1.0,0.74,0.74,-0.04,0.2,-0.44,-0.42,-0.36,-0.38,-0.18,-0.12,-0.08,0.22,-0.42,0.32,-0.7,-0.08,-0.64,-0.64,1.372132141909112,0.33739789709152856,2.9502155828001575,1.732261838996822,3.429163056895257
1.0,1.0,0.84,0.88,0.0,0.04,-0.5,-0.7,-0.58,-0.6,-0.46,-0.36,-0.18,-0.04,0.16,0.06,-0.06,-0.04,-0.04,-0.04,0.19028195332778886,1.181167125563751,2.8426879730794816,3.4810040480265476,2.3050783212680668
1.0,1.0,0.58,0.76,-0.26,0.34,-0.84,-0.28,-0.52,-0.66,-0.08,-0.64,0.52,-0.32,0.16,0.06,0.04,0.36,-0.16,0.06,2.2718971107871386,0.061928240735561135,4.521092783478176,2.738098052248146,2.0547737936500337
1.0,1.0,0.8,0.72,0.04,0.4,-0.58,-0.62,-0.98,-0.88,-0.8,-0.84,-0.36,-0.44,0.3,0.16,0.76,0.54,0.78,0.78,1.3716782288860978,0.9064921733869313,3.697804749000267,3.544416714074536,0.8841182264783809
1.0,1.0,0.62,0.8,-0.54,0.14,-0.8,-0.2,-0.4,-0.54,0.26,-0.44,0.38,-0.2,0.14,-0.06,0.04,0.0,0.14,-0.2,1.1375144779781783,2.234863626634248,4.466929844161176,2.7532286779464394,2.3683390653067007
1.0,1.0,0.8,0.32,0.02,-0.42,-0.4,-0.64,-0.32,-0.04,-0.08,0.06,0.0,-0.18,-0.22,-0.04,-0.56,0.42,-0.88,0.8,1.5975765466931846,-0.16793794155786212,2.521034116316603,4.580095653635337,3.4517877303190767
1.0,1.0,0.6,0.72,-0.48,0.06,-0.72,-0.46,-0.76,-0.82,0.02,-0.48,0.38,0.04,0.26,0.16,-0.12,-0.12,0.26,-0.24,0.6479176376515439,1.000973351356602,4.255489089525449,3.113653042566133,2.219883695853141
1.0,1.0,0.8,0.86,0.44,0.28,-0.16,-0.42,-0.46,-0.58,-0.42,-0.44,-0.28,-0.12,0.04,-0.06,0.2,-0.22,-0.02,-0.28,0.7619423236134268,2.1286791133210565,1.7937951041306657,2.584153191701205,2.5444498068786827
1.0,1.0,0.8,0.62,0.14,-0.08,-0.32,-0.52,-0.32,-0.32,0.18,0.02,-0.08,-0.08,-0.26,-0.52,-0.84,-0.86,-0.82,-0.66,1.049616881456635,1.2127529134087294,2.4928416090065806,2.6678444956372487,3.7588796606519232
1.0,1.0,0.64,0.72,-0.16,0.34,-0.48,0.16,0.0,-0.06,0.02,0.2,-0.02,0.24,-0.46,0.64,-0.94,0.32,-0.78,-0.2,2.441054363580572,1.4319512225492852,2.537586147041036,1.1141435751827384,3.9441510822247676
1.0,1.0,0.72,0.66,0.24,0.18,-0.32,-0.3,-0.48,-0.46,-0.28,-0.32,0.08,0.02,-0.14,-0.08,-0.32,-0.44,-0.7,-0.7,2.4361318332500543,3.4230652460181505,2.398410129740278,2.5524215675534725,3.1140311438964687
1.0,1.0,0.92,0.94,0.36,0.46,-0.38,0.14,-0.6,-0.08,-0.46,-0.4,-0.32,-0.38,-0.08,-0.3,0.2,-0.08,-0.24,0.18,1.2022644655699561,0.6935161734265823,2.2796284482090123,1.397764167704154,2.3184827796009193
1.0,1.0,0.56,0.84,-0.4,0.16,-0.56,-0.3,-0.38,-0.22,0.02,0.02,-0.4,0.2,-0.32,0.04,0.26,-0.66,0.98,-0.96,-1.1076583628524372,0.26032721467792286,4.060399260196064,1.9519715235687958,3.756679316421141
1.0,1.0,0.58,0.62,-0.22,-0.12,-0.6,-0.42,0.0,0.02,0.02,0.0,-0.3,-0.26,-0.84,-0.82,-0.66,-0.76,0.2,-0.12,0.5332181080061924,1.2030118094149016,3.0097446755887844,2.8412905610373462,4.281542546542967
